transaction_id,sender_account,receiver_account,transaction_date,amount,transaction_type
,,,,,
t2332,A196,D148,2024-02-11,3884.0,deposit
t2333,A545,D611,2024-09-17,1732.0,withdrawal
t2334,A345,D393,2024-09-23,2836.0,withdrawal
t2335,A437,D511,2024-02-11,3293.0,deposit
t2336,A929,D624,2024-10-01,2328.0,transfer
,,,,,
t2338,A178,D640,2024-02-02,1971.0,deposit
t2339,A404,D578,2024-02-22,1455.0,deposit
,,,,,
t2341,A810,D181,2024-07-17,3308.0,deposit
,,,,,
t2343,A174,D812,2024-07-06,2522.0,deposit
,,,,,
t2345,A767,D837,2024-07-06,2975.0,deposit
,,,,,
,,,,,
t2348,A742,D993,2024-07-13,624.0,transfer
t2349,A143,D991,2024-01-26,2639.0,deposit
,,,,,
,,,,,
t2352,A285,D472,2024-02-05,2699.0,deposit
,,,,,
,,,,,
t2355,A393,D631,2024-03-04,3412.0,deposit
,,,,,
,,,,,
t2358,A765,D230,2024-06-07,642.0,transfer
t2359,A524,D691,2024-12-21,3791.0,transfer
,,,,,
t2361,A465,D823,2024-11-05,576.0,deposit
,,,,,
t2363,A924,D851,2024-05-04,4378.0,deposit
,,,,,
,,,,,
,,,,,
t2367,A541,D458,2024-03-02,2527.0,deposit
t2368,A325,D392,2024-05-10,3497.0,deposit
,,,,,
,,,,,
t2371,A863,D623,2024-09-20,167.0,deposit
,,,,,
t2373,A277,D687,2024-11-01,3272.0,deposit
t2374,A771,D315,2024-11-08,1030.0,deposit
t2375,A628,D943,2024-01-06,214.0,deposit
t2376,A165,D137,2024-01-21,4646.0,transfer
,,,,,
t2378,A598,D569,2024-11-02,3955.0,deposit
,,,,,
t2380,A634,D669,2024-07-18,4641.0,deposit
t2381,A800,D254,2024-01-23,4579.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t2387,A953,D420,2024-04-18,3105.0,deposit
,,,,,
t2389,A479,D648,2024-05-06,4226.0,withdrawal
t2390,A221,D292,2024-10-28,1984.0,transfer
t2391,A924,D160,2024-08-14,2170.0,deposit
t2392,A600,D396,2024-12-02,3209.0,deposit
t2393,A981,D218,2024-07-22,632.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
t2398,A206,D892,2024-01-12,3219.0,deposit
,,,,,
t2400,A219,D396,2024-05-18,4494.0,withdrawal
t2401,A793,D457,2024-02-05,4212.0,transfer
t2402,A890,D870,2024-06-06,1315.0,withdrawal
,,,,,
,,,,,
t2405,A352,D106,2024-01-13,1185.0,deposit
t2406,A234,D399,2024-10-09,1661.0,withdrawal
t2407,A141,D510,2024-08-27,4213.0,withdrawal
t2408,A202,D400,2024-05-22,1677.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
t2413,A812,D283,2024-02-07,138.0,withdrawal
t2414,A707,D584,2024-05-11,3176.0,withdrawal
t2415,A891,D275,2024-05-05,3749.0,transfer
,,,,,
,,,,,
t2418,A682,D434,2024-08-18,792.0,deposit
,,,,,
,,,,,
t2421,A580,D147,2024-08-12,2226.0,transfer
,,,,,
t2423,A290,D821,2024-06-16,2785.0,withdrawal
t2424,A729,D104,2024-09-05,2410.0,withdrawal
,,,,,
t2426,A385,D468,2024-11-04,668.0,withdrawal
,,,,,
,,,,,
,,,,,
t2430,A577,D124,2024-04-08,2846.0,transfer
,,,,,
t2432,A836,D408,2024-04-08,3648.0,transfer
,,,,,
,,,,,
t2435,A567,D305,2024-04-23,3210.0,deposit
t2436,A990,D983,2024-06-15,477.0,withdrawal
t2437,A452,D792,2024-11-03,3373.0,transfer
,,,,,
,,,,,
t2440,A309,D984,2024-12-15,1092.0,withdrawal
,,,,,
t2442,A412,D597,2024-12-11,4833.0,deposit
t2443,A273,D936,2024-06-15,1160.0,transfer
,,,,,
t2445,A602,D325,2024-07-13,3833.0,withdrawal
t2446,A430,D540,2024-12-26,910.0,withdrawal
t2447,A359,D594,2024-12-03,4281.0,withdrawal
t2448,A359,D137,2024-04-21,3579.0,transfer
t2449,A893,D240,2024-06-10,1955.0,deposit
t2450,A119,D567,2024-10-24,1516.0,withdrawal
t2451,A134,D711,2024-07-22,2315.0,deposit
,,,,,
t2453,A479,D191,2024-07-11,2307.0,deposit
t2454,A570,D237,2024-09-12,4358.0,deposit
,,,,,
t2456,A298,D713,2024-03-12,3401.0,withdrawal
t2457,A163,D470,2024-07-14,355.0,deposit
t2458,A210,D972,2024-11-19,4596.0,withdrawal
t2459,A515,D606,2024-04-28,154.0,deposit
t2460,A506,D349,2024-12-02,2593.0,deposit
,,,,,
,,,,,
,,,,,
t2464,A157,D187,2024-10-25,636.0,transfer
t2465,A447,D344,2024-05-05,2950.0,withdrawal
t2466,A407,D557,2024-02-13,3533.0,transfer
,,,,,
t2468,A249,D987,2024-07-16,1869.0,transfer
,,,,,
,,,,,
t2471,A183,D760,2024-10-18,4015.0,transfer
t2472,A257,D674,2024-12-07,2488.0,withdrawal
,,,,,
t2474,A745,D441,2024-09-27,1580.0,transfer
t2475,A287,D601,2024-06-21,4822.0,transfer
,,,,,
,,,,,
t2478,A375,D851,2024-10-28,2994.0,transfer
t2479,A665,D176,2024-05-21,2037.0,transfer
,,,,,
t2481,A562,D129,2024-10-01,1242.0,deposit
t2482,A743,D991,2024-06-16,1779.0,withdrawal
,,,,,
t2484,A927,D849,2024-04-03,1466.0,transfer
t2485,A668,D340,2024-09-05,4861.0,deposit
t2486,A122,D612,2024-04-12,1227.0,withdrawal
t2487,A564,D485,2024-10-06,4515.0,deposit
t2488,A196,D721,2024-06-02,2383.0,withdrawal
t2489,A337,D507,2024-11-02,199.0,withdrawal
,,,,,
,,,,,
,,,,,
t2493,A350,D924,2024-10-05,2046.0,transfer
,,,,,
,,,,,
t2496,A937,D608,2024-05-27,833.0,withdrawal
,,,,,
,,,,,
t2499,A258,D579,2024-03-08,2395.0,withdrawal
t2500,A443,D158,2024-05-01,2898.0,transfer
t2501,A589,D744,2024-03-27,3824.0,transfer
t2502,A586,D794,2024-07-27,2257.0,deposit
,,,,,
t2504,A362,D492,2024-09-15,4157.0,transfer
,,,,,
,,,,,
t2507,A758,D304,2024-04-08,4948.0,transfer
t2508,A293,D662,2024-06-08,1801.0,transfer
t2509,A178,D981,2024-02-04,4523.0,withdrawal
t2510,A837,D288,2024-04-16,3831.0,withdrawal
t2511,A186,D944,2024-03-18,2499.0,transfer
,,,,,
t2513,A961,D283,2024-05-19,4226.0,transfer
t2514,A659,D511,2024-02-26,3342.0,withdrawal
t2515,A508,D860,2024-09-27,3298.0,deposit
t2516,A290,D132,2024-10-06,1285.0,transfer
t2517,A282,D757,2024-01-02,4594.0,withdrawal
t2518,A163,D318,2024-05-01,4138.0,withdrawal
t2519,A833,D962,2024-10-02,4048.0,withdrawal
t2520,A228,D154,2024-09-19,2825.0,withdrawal
,,,,,
,,,,,
t2523,A626,D548,2024-06-27,4361.0,transfer
t2524,A892,D167,2024-12-19,2838.0,deposit
,,,,,
t2526,A322,D790,2024-06-10,2334.0,deposit
t2527,A767,D329,2024-05-18,275.0,transfer
t2528,A993,D959,2024-11-09,1457.0,deposit
t2529,A299,D193,2024-12-19,898.0,withdrawal
,,,,,
,,,,,
t2532,A519,D397,2024-06-11,4752.0,transfer
t2533,A943,D713,2024-01-23,1673.0,transfer
t2534,A227,D347,2024-11-05,2592.0,deposit
t2535,A999,D441,2024-06-27,1897.0,withdrawal
,,,,,
t2537,A674,D531,2024-01-17,2314.0,deposit
,,,,,
,,,,,
,,,,,
t2541,A872,D172,2024-08-23,4431.0,transfer
,,,,,
t2543,A278,D580,2024-09-20,918.0,transfer
t2544,A847,D735,2024-12-13,3412.0,deposit
t2545,A116,D459,2024-01-06,4351.0,deposit
t2546,A226,D453,2024-12-14,1198.0,transfer
t2547,A350,D440,2024-12-12,975.0,deposit
,,,,,
t2549,A685,D796,2024-10-05,4699.0,transfer
t2550,A756,D514,2024-07-04,3688.0,withdrawal
,,,,,
,,,,,
t2553,A229,D584,2024-11-28,2559.0,transfer
t2554,A558,D482,2024-10-23,2914.0,withdrawal
t2555,A230,D438,2024-07-20,215.0,deposit
,,,,,
t2557,A985,D403,2024-10-09,1161.0,deposit
,,,,,
,,,,,
t2560,A478,D312,2024-12-23,4187.0,withdrawal
,,,,,
,,,,,
t2563,A317,D819,2024-05-10,2085.0,transfer
,,,,,
t2565,A648,D685,2024-04-09,2242.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
t2570,A879,D801,2024-06-28,3845.0,transfer
t2571,A500,D343,2024-11-27,4208.0,withdrawal
t2572,A388,D379,2024-02-10,3394.0,transfer
,,,,,
,,,,,
t2575,A878,D221,2024-06-19,3210.0,deposit
,,,,,
t2577,A171,D484,2024-05-28,4601.0,deposit
t2578,A554,D858,2024-02-01,3268.0,deposit
t2579,A932,D484,2024-04-13,3179.0,withdrawal
t2580,A632,D755,2024-03-06,2940.0,transfer
,,,,,
,,,,,
t2583,A965,D635,2024-06-07,378.0,transfer
t2584,A377,D588,2024-06-03,1796.0,withdrawal
t2585,A797,D702,2024-09-01,3108.0,deposit
t2586,A667,D898,2024-05-14,3288.0,deposit
t2587,A154,D356,2024-09-05,1284.0,withdrawal
,,,,,
t2589,A201,D174,2024-10-26,4399.0,withdrawal
t2590,A960,D583,2024-11-25,882.0,transfer
,,,,,
,,,,,
t2593,A116,D431,2024-11-02,168.0,deposit
,,,,,
,,,,,
t2596,A184,D731,2024-08-12,4669.0,deposit
t2597,A747,D293,2024-04-14,1486.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t2603,A345,D759,2024-06-11,3369.0,transfer
t2604,A143,D285,2024-12-14,2787.0,transfer
,,,,,
t2606,A563,D977,2024-11-12,4516.0,withdrawal
,,,,,
,,,,,
t2609,A206,D707,2024-03-06,4589.0,withdrawal
t2610,A507,D261,2024-05-01,585.0,withdrawal
,,,,,
t2612,A230,D492,2024-06-02,1750.0,withdrawal
,,,,,
t2614,A814,D800,2024-11-09,1124.0,transfer
t2615,A758,D935,2024-06-24,2038.0,withdrawal
t2616,A699,D854,2024-09-27,2641.0,deposit
t2617,A242,D192,2024-10-10,914.0,transfer
,,,,,
,,,,,
t2620,A199,D128,2024-08-26,272.0,withdrawal
t2621,A368,D844,2024-03-01,1877.0,withdrawal
t2622,A178,D440,2024-02-21,3727.0,transfer
t2623,A401,D913,2024-08-03,369.0,deposit
t2624,A357,D276,2024-10-04,4378.0,deposit
,,,,,
t2626,A778,D281,2024-10-10,3822.0,deposit
t2627,A148,D432,2024-11-11,399.0,transfer
t2628,A192,D904,2024-03-02,835.0,withdrawal
t2629,A597,D426,2024-12-23,2188.0,withdrawal
t2630,A636,D119,2024-10-06,2098.0,withdrawal
,,,,,
t2632,A111,D799,2024-11-14,2861.0,deposit
,,,,,
t2634,A106,D865,2024-05-15,3164.0,withdrawal
,,,,,
,,,,,
t2637,A526,D589,2024-10-12,1156.0,withdrawal
t2638,A389,D557,2024-08-15,2498.0,deposit
t2639,A489,D847,2024-02-05,2802.0,deposit
,,,,,
t2641,A916,D288,2024-02-28,4840.0,withdrawal
t2642,A427,D725,2024-10-21,3681.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t2648,A211,D541,2024-08-02,741.0,withdrawal
t2649,A567,D478,2024-06-24,1073.0,transfer
,,,,,
t2651,A956,D588,2024-02-09,1999.0,withdrawal
t2652,A681,D580,2024-09-04,3227.0,deposit
t2653,A532,D117,2024-04-24,139.0,deposit
,,,,,
,,,,,
t2656,A122,D386,2024-12-17,4997.0,transfer
t2657,A227,D962,2024-09-12,4895.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t2663,A328,D143,2024-08-09,825.0,withdrawal
t2664,A850,D644,2024-09-25,3987.0,transfer
t2665,A991,D546,2024-05-21,4930.0,withdrawal
,,,,,
t2667,A426,D552,2024-11-23,4370.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t2674,A533,D644,2024-11-10,4470.0,deposit
,,,,,
t2676,A182,D236,2024-04-08,2450.0,deposit
t2677,A711,D339,2024-03-01,1627.0,transfer
t2678,A280,D496,2024-01-06,3928.0,deposit
t2679,A756,D933,2024-06-19,4059.0,transfer
,,,,,
t2681,A587,D276,2024-12-10,4078.0,withdrawal
,,,,,
t2683,A927,D842,2024-11-18,1254.0,withdrawal
t2684,A397,D523,2024-01-22,4365.0,withdrawal
t2685,A819,D364,2024-12-14,1761.0,withdrawal
t2686,A542,D753,2024-05-08,2646.0,transfer
t2687,A843,D580,2024-05-19,1512.0,deposit
,,,,,
t2689,A522,D273,2024-11-06,1470.0,deposit
t2690,A902,D102,2024-09-01,1650.0,transfer
,,,,,
t2692,A480,D277,2024-04-16,2315.0,deposit
t2693,A180,D899,2024-11-13,3293.0,withdrawal
,,,,,
t2695,A202,D150,2024-11-25,538.0,withdrawal
,,,,,
,,,,,
t2698,A546,D950,2024-08-01,4316.0,transfer
t2699,A493,D862,2024-12-13,864.0,deposit
t2700,A321,D766,2024-06-26,4404.0,withdrawal
,,,,,
t2702,A252,D379,2024-09-08,815.0,deposit
,,,,,
,,,,,
t2705,A668,D857,2024-02-12,384.0,transfer
t2706,A462,D793,2024-02-08,3798.0,transfer
,,,,,
t2708,A421,D135,2024-04-26,4019.0,transfer
,,,,,
t2710,A774,D568,2024-08-03,2612.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
t2715,A567,D423,2024-04-12,4845.0,withdrawal
t2716,A510,D435,2024-06-01,2968.0,deposit
,,,,,
,,,,,
t2719,A362,D506,2024-05-08,4055.0,withdrawal
,,,,,
,,,,,
,,,,,
t2723,A452,D644,2024-10-23,3038.0,withdrawal
,,,,,
t2725,A452,D877,2024-07-04,3097.0,transfer
,,,,,
t2727,A433,D836,2024-01-14,2110.0,transfer
t2728,A880,D705,2024-01-27,3434.0,deposit
,,,,,
t2730,A166,D351,2024-05-23,2656.0,transfer
t2731,A248,D996,2024-08-12,3488.0,transfer
,,,,,
t2733,A768,D158,2024-05-24,1572.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
t2738,A165,D933,2024-10-11,356.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
t2743,A636,D194,2024-07-04,3386.0,transfer
,,,,,
,,,,,
,,,,,
t2747,A486,D860,2024-06-15,4635.0,withdrawal
,,,,,
t2749,A792,D379,2024-03-02,1521.0,withdrawal
,,,,,
t2751,A627,D115,2024-04-24,2574.0,transfer
t2752,A485,D437,2024-08-04,2822.0,withdrawal
,,,,,
t2754,A481,D518,2024-04-19,3309.0,deposit
t2755,A542,D495,2024-05-09,3507.0,transfer
t2756,A640,D763,2024-02-10,1080.0,transfer
t2757,A255,D542,2024-04-17,1937.0,deposit
,,,,,
t2759,A713,D336,2024-07-18,3471.0,transfer
t2760,A817,D999,2024-06-21,531.0,deposit
t2761,A685,D141,2024-08-15,2039.0,withdrawal
,,,,,
t2763,A628,D114,2024-11-23,1561.0,withdrawal
,,,,,
t2765,A527,D138,2024-05-28,2861.0,withdrawal
,,,,,
t2767,A785,D951,2024-04-17,3561.0,deposit
,,,,,
,,,,,
t2770,A635,D193,2024-06-25,296.0,deposit
t2771,A499,D775,2024-12-19,2321.0,withdrawal
t2772,A203,D756,2024-08-27,4648.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t2778,A507,D712,2024-06-03,2685.0,transfer
,,,,,
,,,,,
,,,,,
t2782,A576,D497,2024-05-24,4783.0,deposit
,,,,,
,,,,,
t2785,A864,D860,2024-12-17,2037.0,withdrawal
,,,,,
,,,,,
,,,,,
t2789,A167,D920,2024-05-26,3995.0,withdrawal
,,,,,
,,,,,
t2792,A436,D165,2024-01-03,4514.0,transfer
,,,,,
t2794,A467,D551,2024-09-27,806.0,withdrawal
t2795,A926,D541,2024-09-02,2144.0,deposit
,,,,,
t2797,A203,D131,2024-02-28,4342.0,deposit
,,,,,
t2799,A416,D788,2024-08-10,985.0,transfer
,,,,,
,,,,,
t2802,A178,D357,2024-09-10,1542.0,transfer
t2803,A886,D293,2024-03-10,4739.0,withdrawal
,,,,,
t2805,A559,D672,2024-07-03,2068.0,deposit
t2806,A329,D351,2024-06-25,4123.0,transfer
,,,,,
t2808,A678,D140,2024-12-23,4769.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
t2813,A487,D340,2024-02-27,2984.0,transfer
t2814,A841,D770,2024-11-23,1298.0,transfer
,,,,,
t2816,A758,D204,2024-09-04,134.0,withdrawal
t2817,A571,D982,2024-12-07,1537.0,deposit
,,,,,
t2819,A116,D736,2024-12-18,4396.0,transfer
,,,,,
t2821,A700,D671,2024-02-05,2636.0,transfer
,,,,,
,,,,,
t2824,A295,D666,2024-05-09,1278.0,transfer
,,,,,
t2826,A655,D259,2024-02-27,758.0,deposit
t2827,A968,D722,2024-09-28,2070.0,withdrawal
,,,,,
,,,,,
t2830,A776,D690,2024-01-02,2657.0,transfer
t2831,A699,D261,2024-07-24,4187.0,withdrawal
t2832,A273,D834,2024-12-21,3362.0,withdrawal
,,,,,
t2834,A652,D743,2024-09-10,4738.0,withdrawal
,,,,,
t2836,A934,D801,2024-08-20,3602.0,deposit
t2837,A190,D628,2024-03-27,3178.0,withdrawal
t2838,A284,D989,2024-11-18,1057.0,withdrawal
,,,,,
,,,,,
t2841,A952,D968,2024-01-14,831.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t2847,A663,D618,2024-03-27,3325.0,transfer
t2848,A764,D862,2024-05-06,1007.0,deposit
t2849,A734,D705,2024-03-20,3043.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
t2854,A226,D700,2024-09-14,4271.0,transfer
,,,,,
t2856,A405,D200,2024-11-10,3409.0,deposit
t2857,A935,D691,2024-10-28,4478.0,deposit
t2858,A540,D451,2024-12-19,2084.0,withdrawal
t2859,A821,D887,2024-07-11,3689.0,deposit
t2860,A344,D558,2024-05-12,2302.0,withdrawal
t2861,A537,D330,2024-03-23,4476.0,withdrawal
t2862,A318,D314,2024-02-26,118.0,transfer
t2863,A301,D964,2024-02-22,609.0,withdrawal
,,,,,
t2865,A255,D164,2024-02-26,2900.0,deposit
t2866,A304,D763,2024-04-02,1566.0,deposit
,,,,,
t2868,A667,D459,2024-12-12,1442.0,deposit
t2869,A539,D110,2024-09-18,3878.0,deposit
,,,,,
t2871,A392,D404,2024-07-25,4328.0,deposit
,,,,,
,,,,,
t2874,A838,D682,2024-04-23,4421.0,deposit
t2875,A957,D578,2024-10-16,4348.0,deposit
,,,,,
t2877,A715,D402,2024-03-03,1114.0,deposit
t2878,A626,D628,2024-07-02,765.0,deposit
,,,,,
t2880,A567,D921,2024-03-26,302.0,withdrawal
t2881,A833,D401,2024-09-26,4413.0,deposit
,,,,,
t2883,A860,D826,2024-10-21,1013.0,deposit
,,,,,
t2885,A654,D597,2024-08-22,2644.0,deposit
t2886,A460,D410,2024-03-23,895.0,withdrawal
t2887,A948,D529,2024-02-22,370.0,withdrawal
,,,,,
t2889,A378,D616,2024-10-11,4502.0,deposit
t2890,A883,D624,2024-01-25,4584.0,withdrawal
,,,,,
,,,,,
t2893,A491,D977,2024-01-25,3483.0,withdrawal
t2894,A761,D887,2024-04-22,460.0,withdrawal
t2895,A702,D201,2024-12-24,2838.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
t2900,A125,D866,2024-12-01,861.0,withdrawal
t2901,A830,D142,2024-12-04,4431.0,transfer
t2902,A534,D799,2024-07-21,3346.0,deposit
t2903,A113,D455,2024-06-11,4444.0,withdrawal
t2904,A348,D196,2024-09-16,4980.0,transfer
,,,,,
t2906,A444,D329,2024-08-18,3038.0,deposit
t2907,A174,D284,2024-11-05,1210.0,withdrawal
t2908,A411,D421,2024-12-28,3278.0,withdrawal
t2909,A245,D147,2024-04-18,1019.0,transfer
t2910,A804,D218,2024-04-15,3756.0,withdrawal
t2911,A550,D762,2024-04-15,1564.0,deposit
,,,,,
,,,,,
t2914,A647,D485,2024-08-27,2173.0,withdrawal
,,,,,
,,,,,
t2917,A282,D650,2024-10-05,3146.0,deposit
,,,,,
t2919,A617,D358,2024-09-17,1963.0,withdrawal
t2920,A469,D500,2024-10-21,736.0,withdrawal
,,,,,
t2922,A347,D834,2024-08-10,2175.0,transfer
t2923,A891,D963,2024-03-25,4785.0,transfer
,,,,,
t2925,A418,D921,2024-11-11,985.0,transfer
,,,,,
t2927,A292,D322,2024-01-19,2099.0,withdrawal
t2928,A331,D895,2024-06-07,3356.0,withdrawal
t2929,A888,D596,2024-11-12,3945.0,transfer
t2930,A243,D376,2024-02-13,4317.0,deposit
t2931,A102,D729,2024-02-22,1319.0,deposit
,,,,,
t2933,A461,D809,2024-11-13,626.0,withdrawal
,,,,,
t2935,A628,D759,2024-09-05,3508.0,deposit
t2936,A120,D934,2024-07-20,1448.0,withdrawal
,,,,,
t2938,A542,D943,2024-10-14,3894.0,deposit
,,,,,
,,,,,
t2941,A673,D172,2024-05-08,2637.0,withdrawal
,,,,,
,,,,,
t2944,A544,D232,2024-01-20,2475.0,transfer
t2945,A749,D586,2024-07-04,4028.0,transfer
t2946,A814,D826,2024-01-07,3001.0,transfer
,,,,,
t2948,A285,D861,2024-05-25,1826.0,deposit
t2949,A504,D115,2024-01-26,4372.0,deposit
,,,,,
,,,,,
,,,,,
t2953,A144,D805,2024-11-17,140.0,deposit
,,,,,
t2955,A345,D120,2024-08-15,2770.0,deposit
t2956,A151,D131,2024-05-26,3029.0,withdrawal
t2957,A842,D149,2024-04-19,2383.0,withdrawal
t2958,A376,D754,2024-12-21,2192.0,deposit
,,,,,
t2960,A821,D946,2024-04-21,1183.0,deposit
t2961,A903,D600,2024-02-22,4146.0,transfer
,,,,,
,,,,,
t2964,A306,D343,2024-11-02,2422.0,transfer
,,,,,
,,,,,
t2967,A790,D668,2024-08-21,3232.0,deposit
,,,,,
t2969,A337,D442,2024-05-21,3863.0,deposit
,,,,,
t2971,A391,D452,2024-12-15,1036.0,withdrawal
,,,,,
,,,,,
t2974,A956,D963,2024-04-17,1743.0,transfer
t2975,A639,D425,2024-09-28,828.0,transfer
,,,,,
,,,,,
t2978,A951,D820,2024-01-14,592.0,transfer
,,,,,
,,,,,
t2981,A889,D918,2024-06-08,1879.0,transfer
t2982,A159,D699,2024-01-02,401.0,deposit
t2983,A661,D168,2024-07-26,1603.0,transfer
,,,,,
t2985,A189,D409,2024-12-14,1392.0,deposit
,,,,,
t2987,A617,D193,2024-02-14,3170.0,deposit
,,,,,
t2989,A138,D764,2024-03-16,2243.0,withdrawal
,,,,,
,,,,,
t2992,A182,D298,2024-07-28,3366.0,transfer
t2993,A683,D491,2024-01-11,2323.0,transfer
t2994,A574,D339,2024-04-16,482.0,withdrawal
,,,,,
t2996,A874,D261,2024-10-15,2731.0,deposit
t2997,A111,D126,2024-09-13,2604.0,deposit
t2998,A883,D893,2024-12-21,2928.0,transfer
t2999,A727,D675,2024-07-24,1183.0,transfer
,,,,,
t3001,A624,D575,2024-06-03,1560.0,transfer
,,,,,
t3003,A610,D926,2024-12-08,2221.0,withdrawal
t3004,A197,D907,2024-10-16,4744.0,withdrawal
,,,,,
,,,,,
t3007,A813,D896,2024-03-09,623.0,withdrawal
t3008,A514,D336,2024-05-08,2090.0,deposit
,,,,,
,,,,,
t3011,A607,D213,2024-09-03,2740.0,withdrawal
t3012,A308,D231,2024-04-11,2270.0,deposit
t3013,A552,D367,2024-02-18,4164.0,withdrawal
t3014,A357,D240,2024-04-24,512.0,deposit
t3015,A601,D346,2024-08-05,3538.0,deposit
t3016,A736,D853,2024-08-20,244.0,deposit
t3017,A305,D290,2024-05-25,4593.0,withdrawal
t3018,A184,D271,2024-06-08,3363.0,deposit
t3019,A553,D717,2024-09-19,2778.0,deposit
t3020,A410,D564,2024-10-27,924.0,withdrawal
,,,,,
t3022,A788,D341,2024-04-18,3485.0,deposit
t3023,A686,D410,2024-09-06,4686.0,deposit
t3024,A824,D539,2024-10-25,856.0,deposit
t3025,A489,D560,2024-03-08,3337.0,deposit
t3026,A575,D482,2024-06-07,2375.0,deposit
t3027,A808,D281,2024-10-16,304.0,transfer
t3028,A347,D184,2024-03-11,2119.0,deposit
,,,,,
t3030,A502,D976,2024-04-14,3538.0,deposit
,,,,,
t3032,A803,D673,2024-02-26,571.0,transfer
t3033,A455,D422,2024-02-24,1069.0,deposit
t3034,A301,D334,2024-12-01,4266.0,transfer
t3035,A989,D380,2024-09-01,2084.0,withdrawal
t3036,A243,D955,2024-06-18,3460.0,deposit
,,,,,
t3038,A689,D676,2024-06-24,3320.0,withdrawal
t3039,A827,D905,2024-04-03,3397.0,withdrawal
t3040,A126,D917,2024-12-15,2672.0,transfer
,,,,,
,,,,,
,,,,,
t3044,A223,D403,2024-12-21,3979.0,withdrawal
t3045,A457,D411,2024-07-01,3514.0,transfer
t3046,A185,D791,2024-08-21,1656.0,transfer
,,,,,
t3048,A164,D847,2024-11-18,2320.0,deposit
t3049,A120,D443,2024-01-27,1870.0,deposit
t3050,A622,D921,2024-01-02,2973.0,withdrawal
t3051,A353,D688,2024-09-19,2051.0,deposit
,,,,,
,,,,,
t3054,A335,D648,2024-09-27,1190.0,deposit
,,,,,
t3056,A948,D156,2024-11-17,259.0,deposit
,,,,,
t3058,A163,D863,2024-07-13,2317.0,withdrawal
t3059,A976,D310,2024-03-22,924.0,deposit
t3060,A558,D673,2024-04-23,4328.0,deposit
t3061,A718,D617,2024-06-08,3549.0,transfer
t3062,A891,D514,2024-07-07,1326.0,transfer
,,,,,
t3064,A119,D511,2024-03-06,4079.0,withdrawal
t3065,A101,D687,2024-09-09,4941.0,transfer
t3066,A478,D630,2024-04-08,3028.0,deposit
t3067,A110,D421,2024-11-15,2946.0,transfer
,,,,,
t3069,A212,D765,2024-02-10,4312.0,deposit
t3070,A499,D568,2024-01-09,4312.0,withdrawal
t3071,A191,D688,2024-05-10,2553.0,deposit
t3072,A544,D749,2024-02-13,566.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
t3077,A287,D379,2024-10-12,810.0,withdrawal
t3078,A425,D187,2024-04-13,2530.0,deposit
t3079,A381,D930,2024-08-08,2912.0,deposit
t3080,A624,D135,2024-10-13,2822.0,withdrawal
t3081,A673,D131,2024-12-02,4860.0,transfer
,,,,,
t3083,A156,D341,2024-06-20,630.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
t3088,A678,D696,2024-04-06,4453.0,withdrawal
t3089,A251,D387,2024-06-23,4740.0,deposit
t3090,A144,D372,2024-07-09,3198.0,deposit
t3091,A149,D778,2024-11-15,1511.0,deposit
t3092,A440,D536,2024-06-07,2772.0,deposit
,,,,,
,,,,,
t3095,A782,D830,2024-05-20,1044.0,deposit
t3096,A649,D432,2024-09-01,3921.0,transfer
,,,,,
,,,,,
t3099,A149,D560,2024-11-18,136.0,transfer
,,,,,
t3101,A352,D422,2024-09-20,2753.0,withdrawal
t3102,A187,D166,2024-10-08,444.0,deposit
t3103,A419,D605,2024-02-09,4186.0,deposit
,,,,,
,,,,,
t3106,A683,D476,2024-06-22,1762.0,deposit
t3107,A293,D259,2024-07-01,2201.0,withdrawal
t3108,A326,D149,2024-01-27,3774.0,deposit
,,,,,
,,,,,
t3111,A633,D872,2024-01-25,3252.0,transfer
t3112,A364,D698,2024-01-24,3570.0,transfer
,,,,,
,,,,,
,,,,,
t3116,A680,D727,2024-04-20,3108.0,withdrawal
t3117,A783,D955,2024-03-22,1186.0,deposit
,,,,,
t3119,A757,D988,2024-11-14,1642.0,transfer
,,,,,
t3121,A350,D902,2024-08-08,1953.0,deposit
,,,,,
t3123,A407,D561,2024-01-10,2540.0,transfer
t3124,A470,D335,2024-07-14,3185.0,deposit
,,,,,
